,x,y,category,consensus
0,1237.5,483.0,pole,3
1,1199.0,664.0,pole,2
2,529.5,481.0,pole,2
3,517.0,492.0,pole,2
4,489.5,505.0,pole,2
5,1127.0,622.0,pole,2
6,315.0,528.0,pole,2
7,889.5,472.0,pole,2
8,181.0,535.0,pole,2
9,1074.5,589.0,pole,2
10,865.5,456.0,pole,2
11,970.0,521.0,pole,2
12,925.0,494.0,pole,2
13,945.5,505.0,pole,2
14,877.5,464.0,pole,2
15,422.0,518.0,pole,2
16,907.0,483.0,pole,2
17,998.0,540.0,pole,2
18,43.5,526.0,pole,2
19,537.8461505486969,469.8618612825789,pole,2
20,410.2500214334706,416.9479809670783,pole,2
