,x,y,category,consensus
0,442.0,397.0,pole,3
1,298.0,418.0,pole,3
2,284.5,423.0,pole,3
3,221.0,417.0,pole,3
4,610.1841135116599,387.14206104252406,pole,3
5,521.7710476680385,388.4816529492456,pole,3
6,489.2859439300412,389.4863468792867,pole,3
7,1173.1476123113855,420.6318587105625,pole,3
8,246.5,416.0,pole,2
9,274.0,415.0,pole,2
10,745.5,388.0,pole,2
11,955.3895056965404,388.62119377286245,pole,2
12,1004.2287939624296,365.5969578760861,pole,2
13,948.1798964763376,390.4817380877535,pole,2
14,597.4579903978052,385.4675711591221,pole,2
15,935.1560862721004,389.7840339696693,pole,2
