,x,y,category,consensus
0,278.0,595.0,pole,3
1,1268.0,550.0,pole,3
2,1106.0,574.0,pole,2
3,253.0,719.0,pole,2
4,219.5,618.0,pole,2
5,108.5,719.0,pole,2
6,337.5,624.0,pole,2
7,905.0,550.0,pole,2
8,552.0,586.0,pole,2
9,934.5,566.0,pole,2
10,1168.0,667.0,pole,2
11,1144.0,719.0,pole,2
12,580.5,578.0,pole,2
13,594.0,569.0,pole,2
14,1091.0,694.0,pole,2
15,607.0,555.0,pole,2
16,1001.5,572.0,pole,2
17,459.55751186063264,609.4903680468236,pole,2
18,85.81760652434843,619.5612568587106,pole,2
19,968.846450617284,537.7121913580247,pole,2
