,x,y,category,consensus
0,281.5530289866049,430.1385206197394,pole,3
1,122.0,468.0,pole,3
2,667.5,446.0,pole,3
3,333.5,418.0,pole,3
4,29.5,485.0,pole,2
5,101.5,479.0,pole,2
6,187.536246769848,447.3609624438424,pole,2
7,242.4219361229962,436.16476860683656,pole,2
8,625.581781224887,442.87859058074895,pole,2
9,224.41066777650852,439.085514825186,pole,2
10,205.42581735723775,445.7788915755698,pole,2
11,409.5,407.0,pole,2
12,172.35673924025727,452.2156320915682,pole,2
13,254.4700142736873,433.12232462938937,pole,2
14,267.0048834607699,429.7147873746485,pole,2
15,596.5612467993678,426.2233273452336,pole,2
16,149.8973691196381,458.019738976672,pole,2
