,x,y,category,consensus
0,734.3658854001286,413.6157977808949,pole,3
1,937.0,529.0,pole,3
2,290.5,431.0,pole,2
3,1029.5,440.0,pole,2
4,792.0,470.0,pole,2
5,871.5,457.0,pole,2
6,242.0,487.0,pole,2
7,269.0,469.0,pole,2
8,901.5,452.0,pole,2
9,981.0,444.0,pole,2
10,816.5,468.0,pole,2
11,833.989875187474,427.59724636634513,pole,2
12,653.6130939552057,418.6224708504801,pole,2
13,255.86205418381348,478.23431069958855,pole,2
14,247.48960476680384,464.1685956790124,pole,2
15,469.9967456360499,396.1262058636309,pole,2
16,679.1309760518013,409.9011693744285,pole,2
