,x,y,category,consensus
0,1154.0,534.0,pole,3
1,1101.0,702.0,pole,3
2,513.0,361.0,pole,3
3,367.5,448.0,pole,2
4,806.0,511.0,pole,2
5,965.5,645.0,pole,2
6,453.5,406.0,pole,2
7,876.5,569.0,pole,2
8,339.5,461.0,pole,2
9,789.5,496.0,pole,2
10,463.5,402.0,pole,2
11,315.5,446.0,pole,2
12,849.0,546.0,pole,2
13,353.5,455.0,pole,2
14,389.0,420.0,pole,2
15,425.5,413.0,pole,2
16,705.6114314224204,343.7355621761165,pole,2
17,542.8344687442658,345.20538114801826,pole,2
18,741.8111245363684,456.6878787011047,pole,2
19,470.1967592592593,390.1561428326475,pole,2
