,x,y,category,consensus
0,845.2824931412895,404.2218578532237,pole,3
1,1029.5,491.0,pole,2
2,1162.0,535.0,pole,2
3,1225.5,559.0,pole,2
4,674.0,408.0,pole,2
5,877.5,406.0,pole,2
6,793.5,393.0,pole,2
7,701.0,407.0,pole,2
8,725.5,401.0,pole,2
9,818.5,402.0,pole,2
10,887.0,406.0,pole,2
11,1109.0,517.0,pole,2
12,753.5,406.0,pole,2
13,1065.5,503.0,pole,2
14,1240.2777777777778,455.55555555555554,pole,2
15,833.2261659807957,401.5426740397806,pole,2
16,711.8907684851777,401.877572016461,pole,2
17,740.1245284636489,395.8494084362141,pole,2
