,x,y,category,consensus
0,502.3496567802911,379.42596313635295,pole,3
1,898.5,438.0,pole,3
2,1121.0,423.0,pole,3
3,439.5,391.0,pole,3
4,1013.5,437.0,pole,3
5,66.0,449.0,pole,3
6,1195.0,638.0,pole,3
7,294.0,460.0,pole,2
8,336.5,450.0,pole,2
9,1081.0,427.0,pole,2
10,665.9301377836523,379.0885195899263,pole,2
11,260.47620408474324,419.7853110472871,pole,2
12,326.29295922401315,408.6220451579409,pole,2
13,1166.0,569.0,pole,2
14,313.5,455.0,pole,2
15,1261.5,435.0,pole,2
16,517.7151184857834,376.7342034215222,pole,2
