,x,y,category
0,1246.6885119238677,424.2213310573282,pole
1,1222.8664384476153,423.5483911286205,pole
2,1195.6796653278248,401.7451374384913,pole
3,974.2016759915495,416.8459094386918,pole
4,963.3808019379298,417.8149429360309,pole
5,937.0553919268849,418.1379541018106,pole
6,906.0463200120347,418.62247085048017,pole
7,868.060206916343,419.0100842494158,pole
8,854.1061245546603,450.98818966160525,pole
9,838.7953952967028,445.36779537703865,pole
10,814.3757511637582,441.1040479887467,pole
11,824.4536995360846,419.78531104728705,pole
12,782.0100323526331,436.45268720151915,pole
13,776.0020246691308,419.78531104728705,pole
14,721.7051397462277,466.9035958219022,pole
15,744.8689164666209,433.1347165066301,pole
16,699.6576896147691,430.6229816815272,pole
17,652.4928912322816,427.8321652091907,pole
18,621.5148283893461,448.7632887517147,pole
