idx,x,y,width,height
0,0.2046875,0.9388888888888889,0.1953125,0.3472222222222222
0,0.15234375,0.45694444444444443,0.1953125,0.3472222222222222
0,0.30234375,0.5361111111111111,0.1953125,0.3472222222222222
0,0.45078125,0.5013888888888889,0.1953125,0.3472222222222222
0,0.72890625,0.6388888888888888,0.1953125,0.3472222222222222
0,0.13125,0.6666666666666666,0.1953125,0.3472222222222222
0,0.52265625,0.5597222222222222,0.1953125,0.3472222222222222
0,0.39765625,0.4236111111111111,0.1953125,0.3472222222222222
0,0.4859375,0.5319444444444444,0.1953125,0.3472222222222222
0,0.87890625,0.5138888888888888,0.1953125,0.3472222222222222
