idx,x,y,width,height
0,0.115625,0.6930555555555555,0.1953125,0.3472222222222222
0,0.55234375,0.7055555555555556,0.1953125,0.3472222222222222
0,0.80234375,0.6875,0.1953125,0.3472222222222222
0,0.871875,0.6069444444444444,0.1953125,0.3472222222222222
0,0.8203125,0.7902777777777777,0.1953125,0.3472222222222222
0,0.2890625,0.5972222222222222,0.1953125,0.3472222222222222
0,0.48515625,0.7,0.1953125,0.3472222222222222
0,0.9015625,0.6402777777777777,0.1953125,0.3472222222222222
0,0.67265625,0.6541666666666667,0.1953125,0.3472222222222222
0,0.9046875,0.8666666666666667,0.1953125,0.3472222222222222
