idx,x,y,width,height
0,0.884375,0.5333333333333333,0.1953125,0.3472222222222222
0,0.63515625,0.5027777777777778,0.1953125,0.3472222222222222
0,0.10234375,0.5944444444444444,0.1953125,0.3472222222222222
0,0.784375,0.5222222222222223,0.1953125,0.3472222222222222
0,0.50625,0.4777777777777778,0.1953125,0.3472222222222222
0,0.2375,0.5805555555555556,0.1953125,0.3472222222222222
0,0.13125,0.5875,0.1953125,0.3472222222222222
0,0.08125,0.6416666666666667,0.1953125,0.3472222222222222
0,0.291015625,0.5763888888888888,0.1953125,0.3472222222222222
0,0.05859375,0.6194444444444445,0.1953125,0.3472222222222222
0,0.95546875,0.18194444444444444,0.1953125,0.3472222222222222
0,0.34375,0.33194444444444443,0.1953125,0.3472222222222222
