idx,x,y,width,height
0,0.0953125,0.13194444444444445,0.1953125,0.3472222222222222
0,0.69921875,0.5958333333333333,0.1953125,0.3472222222222222
0,0.86796875,0.6236111111111111,0.1953125,0.3472222222222222
0,0.76484375,0.5819444444444445,0.1953125,0.3472222222222222
0,0.565625,0.5319444444444444,0.1953125,0.3472222222222222
0,0.578125,0.5930555555555556,0.1953125,0.3472222222222222
0,0.178125,0.6388888888888888,0.1953125,0.3472222222222222
0,0.47421875,0.3458333333333333,0.1953125,0.3472222222222222
0,0.68984375,0.18888888888888888,0.1953125,0.3472222222222222
0,0.76015625,0.4527777777777778,0.1953125,0.3472222222222222
0,0.51328125,0.46944444444444444,0.1953125,0.3472222222222222
0,0.08046875,0.5763888888888888,0.1953125,0.3472222222222222
0,0.391015625,0.4875,0.1953125,0.3472222222222222
0,0.46484375,0.49583333333333335,0.1953125,0.3472222222222222
