idx,x,y,width,height
0,0.85234375,0.39444444444444443,0.1953125,0.3472222222222222
0,0.03671875,0.31527777777777777,0.1953125,0.3472222222222222
0,0.69453125,0.3416666666666667,0.1953125,0.3472222222222222
0,0.1453125,0.30833333333333335,0.1953125,0.3472222222222222
0,0.63359375,0.31805555555555554,0.1953125,0.3472222222222222
0,0.58671875,0.2777777777777778,0.1953125,0.3472222222222222
0,0.17578125,0.30416666666666664,0.1953125,0.3472222222222222
0,0.61015625,0.31666666666666665,0.1953125,0.3472222222222222
0,0.78828125,0.10555555555555556,0.1953125,0.3472222222222222
0,0.7703125,0.36944444444444446,0.1953125,0.3472222222222222
0,0.5375,0.2972222222222222,0.1953125,0.3472222222222222
0,0.515625,0.20694444444444443,0.1953125,0.3472222222222222
0,0.51640625,0.2847222222222222,0.1953125,0.3472222222222222
