idx,x,y,width,height
0,0.00390625,0.6305555555555555,0.1953125,0.3472222222222222
0,0.50234375,0.4875,0.1953125,0.3472222222222222
0,0.221875,0.6388888888888888,0.1953125,0.3472222222222222
0,0.14375,0.6319444444444444,0.1953125,0.3472222222222222
0,0.15859375,0.6319444444444444,0.1953125,0.3472222222222222
0,0.18046875,0.6375,0.1953125,0.3472222222222222
0,0.4703125,0.4875,0.1953125,0.3472222222222222
0,0.03515625,0.6597222222222222,0.1953125,0.3472222222222222
0,0.81796875,0.45416666666666666,0.1953125,0.3472222222222222
0,0.7515625,0.4638888888888889,0.1953125,0.3472222222222222
