idx,x,y,width,height
0,0.2609375,0.2,0.1953125,0.3472222222222222
0,0.40078125,0.5027777777777778,0.1953125,0.3472222222222222
0,0.70859375,0.9986111111111111,0.1953125,0.3472222222222222
0,0.48828125,0.8319444444444445,0.1953125,0.3472222222222222
0,0.4234375,0.8277777777777777,0.1953125,0.3472222222222222
0,0.33671875,0.7347222222222223,0.1953125,0.3472222222222222
0,0.11875,0.15694444444444444,0.1953125,0.3472222222222222
0,0.175,0.7569444444444444,0.1953125,0.3472222222222222
0,0.784375,0.9416666666666667,0.1953125,0.3472222222222222
0,0.83046875,0.9375,0.1953125,0.3472222222222222
