idx,x,y,width,height
0,0.034375,0.15416666666666667,0.1953125,0.3472222222222222
0,0.1375,0.15416666666666667,0.1953125,0.3472222222222222
0,0.58203125,0.4013888888888889,0.1953125,0.3472222222222222
0,0.37890625,0.28055555555555556,0.1953125,0.3472222222222222
0,0.73046875,0.07361111111111111,0.1953125,0.3472222222222222
0,0.71328125,0.5097222222222222,0.1953125,0.3472222222222222
0,0.42890625,0.375,0.1953125,0.3472222222222222
0,0.546484375,0.36527777777777776,0.1953125,0.3472222222222222
0,0.83046875,0.575,0.1953125,0.3472222222222222
0,0.57890625,0.4527777777777778,0.1953125,0.3472222222222222
