idx,x,y,width,height
0,0.528125,0.36944444444444446,0.1953125,0.3472222222222222
0,0.2640625,0.7708333333333334,0.1953125,0.3472222222222222
0,0.90390625,0.575,0.1953125,0.3472222222222222
0,0.632421875,0.5638888888888889,0.1953125,0.3472222222222222
0,0.663671875,0.5541666666666667,0.1953125,0.3472222222222222
0,0.14375,0.675,0.1953125,0.3472222222222222
0,0.6296875,0.3625,0.1953125,0.3472222222222222
0,0.71171875,0.35833333333333334,0.1953125,0.3472222222222222
0,0.72109375,0.5527777777777778,0.1953125,0.3472222222222222
0,0.6625,0.5416666666666666,0.1953125,0.3472222222222222
