idx,x,y,width,height
0,0.30234375,0.6083333333333333,0.1953125,0.3472222222222222
0,0.746875,0.5833333333333334,0.1953125,0.3472222222222222
0,0.08828125,0.475,0.1953125,0.3472222222222222
0,0.12890625,0.5402777777777777,0.1953125,0.3472222222222222
0,0.5015625,0.48333333333333334,0.1953125,0.3472222222222222
0,0.0640625,0.2972222222222222,0.1953125,0.3472222222222222
0,0.2140625,0.45694444444444443,0.1953125,0.3472222222222222
0,0.51796875,0.44583333333333336,0.1953125,0.3472222222222222
0,0.2609375,0.48055555555555557,0.1953125,0.3472222222222222
0,0.215625,0.4861111111111111,0.1953125,0.3472222222222222
