idx,x,y,width,height
0,0.76640625,0.6416666666666667,0.1953125,0.3472222222222222
0,0.61640625,0.6361111111111111,0.1953125,0.3472222222222222
0,0.7390625,0.6430555555555556,0.1953125,0.3472222222222222
0,0.01796875,0.35,0.1953125,0.3472222222222222
0,0.18046875,0.4791666666666667,0.1953125,0.3472222222222222
0,0.34765625,0.6166666666666667,0.1953125,0.3472222222222222
0,0.2234375,0.6111111111111112,0.1953125,0.3472222222222222
0,0.45,0.6027777777777777,0.1953125,0.3472222222222222
0,0.525,0.5680555555555555,0.1953125,0.3472222222222222
0,0.59296875,0.6277777777777778,0.1953125,0.3472222222222222
