idx,x,y,width,height
0,0.025,0.40694444444444444,0.1953125,0.3472222222222222
0,0.4296875,0.5986111111111111,0.1953125,0.3472222222222222
0,0.540625,0.7541666666666667,0.1953125,0.3472222222222222
0,0.52109375,0.65,0.1953125,0.3472222222222222
0,0.6796875,0.8055555555555556,0.1953125,0.3472222222222222
0,0.46484375,0.47638888888888886,0.1953125,0.3472222222222222
0,0.22578125,0.6736111111111112,0.1953125,0.3472222222222222
0,0.17421875,0.7,0.1953125,0.3472222222222222
0,0.278125,0.5541666666666667,0.1953125,0.3472222222222222
0,0.61796875,0.7777777777777778,0.1953125,0.3472222222222222
