,x,y,category
0,57.638888888888886,448.6111111111111,pole
1,681.473996406132,370.7865220260285,pole
2,719.9055278987483,383.5134501107256,pole
3,729.4076889291116,388.4981903233752,pole
4,759.1020804755374,418.3899028111188,pole
5,765.8465536170173,422.34355948026223,pole
6,772.8235947978587,426.29721614940564,pole
7,780.4983400967842,430.0183047791877,pole
8,789.3359255925166,433.9719614483311,pole
9,5.0,590.0,pole
10,1136.5,614.0,pole
11,367.5,446.0,pole
12,333.5,461.0,pole
13,381.5,441.0,pole
14,350.0,454.0,pole
15,311.0,470.0,pole
16,1062.5,575.0,pole
17,1007.0,547.0,pole
18,137.0,538.0,pole
19,425.5,424.0,pole
20,185.0,518.0,pole
21,286.0,479.0,pole
22,839.5,460.0,pole
23,857.0,469.0,pole
24,417.5,428.0,pole
25,394.0,435.0,pole
26,405.5,432.0,pole
27,876.0,479.0,pole
28,226.0,503.0,pole
29,900.0,491.0,pole
30,929.5,506.0,pole
31,259.5,490.0,pole
32,824.0,452.0,pole
33,962.5,524.0,pole
34,810.0,446.0,pole
35,798.0,438.0,pole
36,78.0,560.0,pole
