,x,y,category
0,736.0,428.0,pole
1,1073.0,395.0,pole
2,686.5,420.0,pole
3,501.5,421.0,pole
4,664.0,434.0,pole
5,445.5,413.0,pole
6,337.5,414.0,pole
7,360.5,435.0,pole
8,548.0,438.0,pole
9,73.5,426.0,pole
10,598.0,419.0,pole
11,21.5,427.0,pole
12,262.3658194045544,420.0760210964888,pole
13,273.26744624961896,415.3519827969608,pole
14,310.69636508434075,415.3519827969608,pole
15,391.0050161763165,412.0814947434414,pole
16,422.983121588506,413.1716574279478,pole
17,911.5922925240056,389.4863468792867,pole
18,462.1592078189301,407.9057355967079,pole
19,472.541045096022,406.9010416666667,pole
20,480.5785965363512,405.5614497599452,pole
21,486.27186213991774,404.556755829904,pole
22,493.6396176268862,402.8822659465021,pole
23,510.3845164609054,401.8775720164609,pole
24,518.4220679012346,399.8681841563786,pole
25,414.7376543209877,423.4182098765432,pole
