,x,y,category
0,1257.661638636357,490.57320802790633,pole
1,635.3758835352844,365.59695787608604,pole
2,388.4816529492456,430.678798010974,pole
3,118.0,554.0,pole
4,1152.0,664.0,pole
5,261.5,549.0,pole
6,1090.5,623.0,pole
7,1003.0,565.0,pole
8,454.0,523.0,pole
9,500.0,495.0,pole
10,485.0,508.0,pole
11,902.5,499.0,pole
12,515.0,483.0,pole
13,971.5,542.0,pole
14,944.0,525.0,pole
15,857.5,469.0,pole
16,870.0,477.0,pole
17,378.5,538.0,pole
18,922.0,511.0,pole
19,884.0,486.0,pole
20,1240.0,717.0,pole
