,x,y,category
0,673.0,385.0,pole
1,501.0,393.0,pole
2,417.5,403.0,pole
3,357.5,412.0,pole
4,253.0,431.0,pole
5,162.33249147424175,417.6921986930346,pole
6,191.1709283550526,416.9944945749505,pole
7,265.1275648719708,430.7160088972718,pole
8,280.01191939109896,426.2972161494056,pole
9,281.40732762726725,426.5297841887671,pole
10,455.11456861918913,399.6965230868956,pole
11,444.9701964400516,399.6611873864842,pole
12,478.74895587783647,416.7129649872891,pole
13,486.0568605638957,415.73857769581457,pole
14,490.6040012574437,416.3881692234643,pole
15,492.495618849272,385.0593158956664,pole
16,496.10852107249065,385.81992689002817,pole
17,541.9353334827897,386.77069063298046,pole
18,530.716321315953,377.4532059520483,pole
19,609.8450809920575,375.5004802188913,pole
20,689.171663120536,376.6080826249796,pole
