,x,y,category
0,462.9382756083723,391.1365977406174,pole
1,357.3144356413975,418.01112340003084,pole
2,380.4271949400031,402.69788485491694,pole
3,374.8290980215002,404.76674675958105,pole
4,351.4361483683043,410.385686123098,pole
5,338.03118498844714,414.2618201124543,pole
6,794.4055858394289,425.4662699254375,pole
7,305.1951614876764,424.04062935670925,pole
8,237.31063024088482,443.246056964345,pole
9,181.21556940670132,461.310568080438,pole
10,132.5,490.0,pole
11,89.5,523.0,pole
12,213.0,451.0,pole
13,1034.5,487.0,pole
14,261.0,439.0,pole
15,925.5,471.0,pole
16,285.5,430.0,pole
17,829.5,414.0,pole
18,801.5,430.0,pole
19,413.5,400.0,pole
20,497.5,390.0,pole
