,x,y,category
0,529.5,419.0,pole
1,505.5,393.0,pole
2,769.5,392.0,pole
3,965.0,418.0,pole
4,559.2796210562415,419.2922668038409,pole
5,565.9775805898491,415.94328703703707,pole
6,542.1998242455419,411.2547153635117,pole
7,540.1904363854596,409.9151234567902,pole
8,539.5206404320988,407.5708376200275,pole
9,538.5159465020577,405.2265517832648,pole
10,482.5879843964335,391.8306327160494,pole
11,584.0620713305899,386.4722650891633,pole
12,546.2185999657065,385.13267318244175,pole
13,553.2514574759946,385.13267318244175,pole
14,609.8492155349795,385.4675711591221,pole
15,612.863297325103,385.80246913580254,pole
16,712.327996399177,391.495734739369,pole
17,497.6583933470508,382.45348936899865,pole
