,x,y,category
0,681.5,397.0,pole
1,747.0,450.0,pole
2,761.5,458.0,pole
3,777.5,470.0,pole
4,800.5,486.0,pole
5,826.5,504.0,pole
6,865.0,530.0,pole
7,1245.0,632.0,pole
8,742.4688143004116,405.5614497599452,pole
9,692.3550531788219,394.43539475689687,pole
10,707.4719757373115,394.43539475689687,pole
11,671.6564976756594,382.5744247494666,pole
12,700.9600706351929,381.6441525920211,pole
13,501.79197544702754,405.02370386616576,pole
14,507.7755146279337,401.9287698070764,pole
15,527.1704347315606,388.5173888843556,pole
