,x,y,category
0,517.2977675509505,408.48914913544877,pole
1,552.9951158148318,460.1294056531705,pole
2,594.1790394517425,454.63821583491574,pole
3,608.5530363289387,448.82401485088127,pole
4,616.3053043076513,442.68680270106717,pole
5,624.2190778692537,436.549590551253,pole
6,487.17403628117916,464.4392479213908,pole
7,405.0925925925926,470.0491307634165,pole
8,314.1534391534392,465.3250188964475,pole
9,187.78344671201816,465.9155328798186,pole
10,1145.3510802469136,406.5393518518519,pole
11,1104.3595679012346,439.81481481481484,pole
12,968.8464506172841,507.81250000000006,pole
13,988.6188271604939,523.2445987654321,pole
14,1014.6604938271605,542.0524691358025,pole
15,1043.113425925926,560.3780864197531,pole
16,1089.891975308642,592.6890432098766,pole
17,1134.2592592592594,626.4467592592594,pole
18,1187.789351851852,666.9560185185186,pole
19,952.1149477023321,497.65839334705083,pole
20,937.0445387517148,485.93696416323735,pole
21,913.6016803840879,467.85247342249664,pole
22,903.5547410836764,461.1545138888889,pole
23,893.5078017832649,454.79145233196164,pole
24,885.805148319616,449.0981867283951,pole
25,878.1024948559672,442.7351251714678,pole
26,870.7347393689987,435.36736968449935,pole
27,865.3763717421126,434.0277777777778,pole
28,858.3435142318245,428.6694101508917,pole
