,x,y,category
0,505.6416789115291,364.1627883000242,pole
1,373.35669651858433,427.8683043606932,pole
2,459.818774493282,396.6821196878583,pole
3,452.0372260018572,408.53129579980055,pole
4,439.48063639069454,415.9591375416151,pole
5,411.3609497966823,422.6795657842092,pole
6,346.65927467094525,459.88668583431325,pole
7,330.7117519718794,467.2624150826312,pole
8,313.36882103664516,476.63158466833244,pole
9,292.43769749412115,456.49783726076174,pole
10,915.0752314814815,612.4614197530864,pole
11,800.9420010288065,515.6089248971193,pole
12,875.6912294238683,578.3018261316872,pole
13,822.241512345679,533.6934156378601,pole
14,831.886574074074,436.0371656378601,pole
15,808.9795524691358,456.5329218106996,pole
16,774.8199588477366,492.3000257201646,pole
