,x,y,category
0,1121.629140232053,438.9954310985368,pole
1,1195.5857767489713,444.85614569044355,pole
2,1189.1668988625972,424.2041037951532,pole
3,1184.4225108596252,411.0872663751715,pole
4,1178.5617962677184,392.3887960105167,pole
5,1241.3551668952905,421.97145061728395,pole
6,574.0151320301784,443.4049211248286,pole
7,537.8461505486969,450.4377786351167,pole
8,497.32349537037044,456.80084019204395,pole
9,397.0,478.0,pole
10,326.0,488.0,pole
11,245.0,502.0,pole
12,114.0,524.0,pole
13,94.0,538.0,pole
